ID,neighbourhood,address,latitude,longitude,type,price,zipcode
328,Bedford Stuyvesant,"78 Herkimer St, Brooklyn",,,Studio,2400,11216
329,Bedford Stuyvesant,"103 Jefferson Ave, Brooklyn",,,1b,3295,11216
330,Bedford Stuyvesant,"1284 Pacific St, Brooklyn",,,1b,2890,11216
331,Bedford Stuyvesant,"179 Putnam Ave, Brooklyn",,,1b,2300,11216
332,Bedford Stuyvesant,"746 Lincoln Pl, Brooklyn",,,1b,2800,11216
333,Bedford Stuyvesant,"11 Herkimer St, Brooklyn",,,1b,3550,11216
334,Bedford Stuyvesant,"220 Lexington Ave, Brooklyn",,,1b,3100,11216
335,Bedford Stuyvesant,"57 Herkimer St, Brooklyn",,,1b,2345,11216
336,Bedford Stuyvesant,"1175 Fulton St, Brooklyn",,,1b,3350,11216
337,Bedford Stuyvesant,"988 Bergen St, Brooklyn",,,1b,2275,11216
338,Bedford Stuyvesant,"1047 Bedford Ave, Brooklyn",,,1b,3100,11216
339,Bedford Stuyvesant,"420 Gates Ave, Brooklyn",,,1b,4245,11216
340,Bedford Stuyvesant,"1556 Fulton St, Brooklyn",,,1b,2650,11216
341,Bedford Stuyvesant,"1198 Bedford Ave, Brooklyn",,,1b,2750,11216
342,Bedford Stuyvesant,"1356 Pacific St, Brooklyn",,,1b,2599,11216
343,Bedford Stuyvesant,"130 Macon St, Brooklyn",,,1b,3600,11216
344,Bedford Stuyvesant,"1183 Bedford Ave, Brooklyn",,,1b,3350,11216
345,Bedford Stuyvesant,"619 Throop Ave, Brooklyn",,,1b,3350,11216
346,Bedford Stuyvesant,"1076 Dean St, Brooklyn",,,1b,2400,11216
347,Bedford Stuyvesant,"772 Saint Johns Pl, Brooklyn",,,1b,2999,11216
348,Bedford Stuyvesant,"57 Herkimer St, Brooklyn",,,1b,2299,11216
349,Bedford Stuyvesant,"948 Bergen St, Brooklyn",,,1b,2750,11216
350,Bedford Stuyvesant,"649 Prospect Pl, Brooklyn",,,1b,2650,11216
351,Bedford Stuyvesant,"142 Macon St, Brooklyn",,,1b,2650,11216
352,Bedford Stuyvesant,"24 Rogers Ave, Brooklyn",,,1b,2412,11216
353,Bedford Stuyvesant,"189 Jefferson Ave, Brooklyn",,,1b,3200,11216
354,Bedford Stuyvesant,"1516 Fulton St, Brooklyn",,,1b,2799,11216
355,Bedford Stuyvesant,"93 Halsey St, Brooklyn",,,1b,2895,11216
356,Bedford Stuyvesant,"745 Lincoln Pl, Brooklyn",,,1b,2700,11216
357,Bedford Stuyvesant,"341 Eastern Pkwy, Brooklyn",,,1b,3667,11216
358,Bedford Stuyvesant,"1185 Dean St, Brooklyn",,,1b,3250,11216
359,Bedford Stuyvesant,"350 Greene Ave, Brooklyn",,,1b,3100,11216
360,Bedford Stuyvesant,"30 Rogers Ave, Brooklyn",,,1b,2300,11216
361,Bedford Stuyvesant,"814 Saint Johns Pl, Brooklyn",,,1b,2699,11216
362,Bedford Stuyvesant,"647 Prospect Pl, Brooklyn",,,1b,2800,11216
363,Bedford Stuyvesant,"409 Eastern Pkwy, Brooklyn",,,1b,4250,11216
364,Bedford Stuyvesant,"788 Park Pl, Brooklyn",,,1b,2250,11216
365,Bedford Stuyvesant,"152 Macon St, Brooklyn",,,1b,2750,11216
366,Bedford Stuyvesant,"349 Nostrand Ave, Brooklyn",,,1b,2300,11216
367,Bedford Stuyvesant,"6 MacDonough St, Brooklyn",,,1b,2850,11216
368,Bedford Stuyvesant,"652 Lafayette Ave, Brooklyn",,,1b,2900,11216
369,Bedford Stuyvesant,"1214 Dean St, Brooklyn",,,1b,2700,11216
370,Bedford Stuyvesant,"1328 Fulton St, Brooklyn",,,1b,3100,11216
371,Bedford Stuyvesant,"615 Lincoln Pl, Brooklyn",,,1b,3000,11216
372,Bedford Stuyvesant,"101 Halsey St, Brooklyn",,,1b,3000,11216
373,Prospect Heights,"580 Classon Ave, Brooklyn",,,Studio,2799,11238
374,Prospect Heights,"787 Franklin Ave, Brooklyn",,,Studio,2800,11238
375,Prospect Heights,"269 Prospect Pl, Brooklyn",,,Studio,2195,11238
376,Prospect Heights,"520 Lincoln Pl, Brooklyn",,,Studio,1995,11238
377,Prospect Heights,"595 Dean St, Brooklyn",,,Studio,3405,11238
378,Prospect Heights,"195 Underhill Ave, Brooklyn",,,Studio,2598,11238
379,Prospect Heights,"390 Lafayette Ave, Brooklyn",,,Studio,2500,11238
380,Prospect Heights,"396 Waverly Ave, Brooklyn",,,Studio,2850,11238
381,Prospect Heights,"487 Saint Marks Ave, Brooklyn",,,Studio,1995,11238
382,Prospect Heights,"397 Clermont Ave, Brooklyn",,,Studio,2750,11238
383,Prospect Heights,"499 Washington Ave, Brooklyn",,,Studio,3000,11238
384,Prospect Heights,"834 Pacific St, Brooklyn",,,Studio,3100,11238
385,Prospect Heights,"564 Saint Johns Pl, Brooklyn",,,Studio,2050,11238
386,Prospect Heights,"545 Vanderbilt Ave, Brooklyn",,,Studio,3495,11238
387,Prospect Heights,"550 Clinton Ave, Brooklyn",,,Studio,2010,11238
388,Prospect Heights,"306 Saint James Pl, Brooklyn",,,Studio,2980,11238
389,Prospect Heights,"363 Prospect Pl, Brooklyn",,,Studio,2950,11238
390,Prospect Heights,"35 Eastern Pkwy, Brooklyn",,,Studio,2595,11238
391,Prospect Heights,"487 Clinton Ave, Brooklyn",,,Studio,2495,11238
392,Prospect Heights,"325 Lafayette Ave, Brooklyn",,,Studio,3021,11238
393,Prospect Heights,"555 Waverly Ave, Brooklyn",,,Studio,2700,11238
394,Prospect Heights,"531 Vanderbilt Ave, Brooklyn",,,Studio,2700,11238
395,Prospect Heights,"499 Vanderbilt Ave, Brooklyn",,,Studio,2800,11238
396,Prospect Heights,"475 Clermont Ave, Brooklyn",,,Studio,3116,11238
397,Prospect Heights,"454 Classon Ave, Brooklyn",,,Studio,2195,11238
398,Prospect Heights,"396 Waverly Ave, Brooklyn",,,1b,3750,11238
399,Prospect Heights,"260 Saint James Pl, Brooklyn",,,1b,2550,11238
400,Prospect Heights,"834 Pacific St, Brooklyn",,,1b,4450,11238
401,Prospect Heights,"550 Prospect Pl, Brooklyn",,,1b,3900,11238
402,Prospect Heights,"195 Sterling Pl, Brooklyn",,,1b,3900,11238
403,Prospect Heights,"437 Franklin Ave, Brooklyn",,,1b,3272,11238
404,Prospect Heights,"615 Saint Johns Pl, Brooklyn",,,1b,2800,11238
405,Prospect Heights,"542 Saint Marks Ave, Brooklyn",,,1b,3300,11238
406,Prospect Heights,"372 Grand Ave, Brooklyn",,,1b,3400,11238
407,Prospect Heights,"943 Bergen St, Brooklyn",,,1b,3650,11238
408,Prospect Heights,"667 Classon Ave, Brooklyn",,,1b,3453,11238
409,Prospect Heights,"25 Cambridge Pl, Brooklyn",,,1b,3400,11238
410,Prospect Heights,"555 Waverly Ave, Brooklyn",,,1b,3401,11238
411,Prospect Heights,"71 Underhill Ave, Brooklyn",,,1b,2850,11238
412,Prospect Heights,"363 Prospect Pl, Brooklyn",,,1b,3600,11238
413,Prospect Heights,"125 Saint James Pl, Brooklyn",,,1b,3150,11238
414,Prospect Heights,"108 Downing St, Brooklyn",,,1b,4300,11238
415,Prospect Heights,"221 Saint James Pl, Brooklyn",,,1b,3375,11238
416,Prospect Heights,"285 Saint Johns Pl, Brooklyn",,,1b,2495,11238
417,Prospect Heights,"187 Lefferts Pl, Brooklyn",,,1b,3850,11238
418,Prospect Heights,"1071 Fulton St, Brooklyn",,,1b,3300,11238
419,Brooklyn Heights,"343 Gold St, Brooklyn",,,Studio,3170,11201
420,Brooklyn Heights,"214 Duffield St, Brooklyn",,,Studio,3580,11201
421,Brooklyn Heights,"100 Willoughby St, Brooklyn",,,Studio,3310,11201
422,Brooklyn Heights,"160 Front St, Brooklyn",,,Studio,3736,11201
423,Brooklyn Heights,"111 Lawrence St, Brooklyn",,,Studio,2941,11201
424,Brooklyn Heights,"225 Schermerhorn St, Brooklyn",,,Studio,3400,11201
425,Brooklyn Heights,"236 Henry St, Brooklyn",,,Studio,3200,11201
426,Brooklyn Heights,"69 Adams St, Brooklyn",,,Studio,3397,11201
427,Brooklyn Heights,"218 Front St, Brooklyn",,,Studio,4115,11201
428,Brooklyn Heights,"33 Bond St, Brooklyn",,,Studio,3045,11201
429,Brooklyn Heights,"22 Chapel St, Brooklyn",,,Studio,3190,11201
430,Brooklyn Heights,"246 Pacific St, Brooklyn",,,Studio,4300,11201
431,Brooklyn Heights,"196 Willoughby St, Brooklyn",,,Studio,3009,11201
432,Brooklyn Heights,"120 Nassau St, Brooklyn",,,Studio,2995,11201
433,Brooklyn Heights,"63 Schermerhorn St, Brooklyn",,,Studio,2900,11201
434,Brooklyn Heights,"81 Fleet Pl, Brooklyn",,,Studio,3218,11201
435,Brooklyn Heights,"277 Gold St, Brooklyn",,,Studio,3225,11201
436,Brooklyn Heights,"15 Wyckoff St, Brooklyn",,,Studio,2975,11201
437,Brooklyn Heights,"388 Bridge St, Brooklyn",,,Studio,3350,11201
438,Brooklyn Heights,"11 Hoyt St, Brooklyn",,,Studio,3850,11201
439,Brooklyn Heights,"109 Gold St, Brooklyn",,,Studio,3400,11201
440,Brooklyn Heights,"99 Fleet Pl, Brooklyn",,,Studio,3987,11201
441,Brooklyn Heights,"98 Front St, Brooklyn",,,Studio,3495,11201
442,Brooklyn Heights,"55 Fleet St, Brooklyn",,,Studio,4155,11201
443,Brooklyn Heights,"60 Water St, Brooklyn",,,Studio,3370,11201
444,Brooklyn Heights,"86 Fleet Pl, Brooklyn",,,Studio,3327,11201
445,Brooklyn Heights,"365 Bridge St, Brooklyn",,,Studio,4700,11201
446,Brooklyn Heights,"248 Duffield St, Brooklyn",,,Studio,3925,11201
447,Brooklyn Heights,"257 Gold St, Brooklyn",,,Studio,3100,11201
448,Brooklyn Heights,"55 Fleet St, Brooklyn",,,Studio,4000,11201
449,Brooklyn Heights,"107 Columbia Hts, Brooklyn",,,Studio,3625,11201
450,Brooklyn Heights,"177 Congress St, Brooklyn",,,Studio,2800,11201
451,Brooklyn Heights,"290 Clinton St, Brooklyn",,,Studio,2200,11201
452,Brooklyn Heights,"178 Clinton St, Brooklyn",,,Studio,2800,11201
453,Brooklyn Heights,"124 Columbia Hts, Brooklyn",,,Studio,4500,11201
454,Brooklyn Heights,"89 Hicks St, Brooklyn",,,Studio,2969,11201
455,Brooklyn Heights,"80 Cranberry St, Brooklyn",,,Studio,3300,11201
456,Brooklyn Heights,"270 Jay St, Brooklyn",,,Studio,2650,11201
457,Brooklyn Heights,"222 Hicks St, Brooklyn",,,Studio,3150,11201
458,Brooklyn Heights,"100 Jay St, Brooklyn",,,Studio,3350,11201
459,Brooklyn Heights,"20 Henry St, Brooklyn",,,Studio,3995,11201
460,Brooklyn Heights,"79 Bridge St, Brooklyn",,,Studio,3850,11201
461,Brooklyn Heights,"343 Gold St, Brooklyn",,,1b,3635,11201
462,Brooklyn Heights,"100 Willoughby St, Brooklyn",,,1b,4057,11201
463,Brooklyn Heights,"160 Front St, Brooklyn",,,1b,4472,11201
464,Brooklyn Heights,"180 Montague St, Brooklyn",,,1b,4050,11201
465,Brooklyn Heights,"111 Lawrence St, Brooklyn",,,1b,3958,11201
466,Brooklyn Heights,"225 Schermerhorn St, Brooklyn",,,1b,4113,11201
467,Brooklyn Heights,"69 Adams St, Brooklyn",,,1b,4886,11201
468,Brooklyn Heights,"218 Front St, Brooklyn",,,1b,4685,11201
469,Brooklyn Heights,"33 Bond St, Brooklyn",,,1b,4075,11201
470,Brooklyn Heights,"22 Chapel St, Brooklyn",,,1b,4150,11201
471,Brooklyn Heights,"248 Duffield St, Brooklyn",,,1b,4550,11201
472,Brooklyn Heights,"43 Duffield St, Brooklyn",,,1b,2399,11201
473,Brooklyn Heights,"195 Court St, Brooklyn",,,1b,3750,11201
474,Brooklyn Heights,"292 State St, Brooklyn",,,1b,3500,11201
475,Brooklyn Heights,"1 City Point, Brooklyn",,,1b,4700,11201
476,Brooklyn Heights,"196 Willoughby St, Brooklyn",,,1b,4174,11201
477,Brooklyn Heights,"81 Fleet Pl, Brooklyn",,,1b,4325,11201
478,Brooklyn Heights,"540 Fulton St, Brooklyn",,,1b,4495,11201
479,Brooklyn Heights,"277 Gold St, Brooklyn",,,1b,3500,11201
480,Brooklyn Heights,"257 Gold St, Brooklyn",,,1b,4100,11201
481,Brooklyn Heights,"55 Fleet St, Brooklyn",,,1b,5325,11201
482,Brooklyn Heights,"45 Hoyt St, Brooklyn",,,1b,4301,11201
483,Brooklyn Heights,"60 Duffield St, Brooklyn",,,1b,4200,11201
484,Brooklyn Heights,"307 Atlantic Ave, Brooklyn",,,1b,4075,11201
485,Brooklyn Heights,"70 Remsen St, Brooklyn",,,1b,5900,11201
486,Brooklyn Heights,"175 Adams St, Brooklyn",,,1b,3850,11201
487,Brooklyn Heights,"415 Red Hook Lane, Brooklyn",,,1b,5334,11201
488,Brooklyn Heights,"100 Jay St, Brooklyn",,,1b,4500,11201
489,Brooklyn Heights,"109 Gold St, Brooklyn",,,1b,4200,11201
490,Brooklyn Heights,"80 Dekalb Ave, Brooklyn",,,1b,4099,11201
491,Brooklyn Heights,"260 Gold St, Brooklyn",,,1b,4675,11201
492,Brooklyn Heights,"99 Fleet Pl, Brooklyn",,,1b,4128,11201
493,Brooklyn Heights,"17 Hanover Pl, Brooklyn",,,1b,4350,11201
494,Brooklyn Heights,"99 Gold St, Brooklyn",,,1b,5100,11201
495,Brooklyn Heights,"86 Fleet Pl, Brooklyn",,,1b,4733,11201
496,Brooklyn Heights,"309 Gold St, Brooklyn",,,1b,4100,11201
497,Brooklyn Heights,"70 Washington St, Brooklyn",,,1b,8000,11201
498,Brooklyn Heights,"65 Washington St, Brooklyn",,,1b,4675,11201
499,Brooklyn Heights,"265 Clinton St, Brooklyn",,,1b,3850,11201
500,Brooklyn Heights,"145 Henry St, Brooklyn",,,1b,4950,11201
501,Brooklyn Heights,"290 Clinton St, Brooklyn",,,1b,2800,11201
502,Brooklyn Heights,"147 Montague St, Brooklyn",,,1b,3600,11201
503,Brooklyn Heights,"189 Schermerhorn St, Brooklyn",,,1b,3500,11201
504,Brooklyn Heights,"110 Livingston St, Brooklyn",,,1b,3895,11201
505,Brooklyn Heights,"31 Monroe Pl, Brooklyn",,,1b,4750,11201
506,Brooklyn Heights,"53 Duffield St, Brooklyn",,,1b,2700,11201
507,Brooklyn Heights,"100 Baltic St, Brooklyn",,,1b,3000,11201
508,Brooklyn Heights,"150 Myrtle Ave, Brooklyn",,,1b,3800,11201
509,Brooklyn Heights,"3 Pierrepont, Brooklyn",,,1b,14000,11201
510,Brooklyn Heights,"60 Water St, Brooklyn",,,1b,5595,11201
511,Brooklyn Heights,"49 Willow St, Brooklyn",,,1b,2995,11201
512,Brooklyn Heights,"156 Montague St, Brooklyn",,,1b,3600,11201
513,Brooklyn Heights,"93 Hicks St, Brooklyn",,,1b,3675,11201
514,Brooklyn Heights,"55 Fleet St, Brooklyn",,,1b,5150,11201
515,Brooklyn Heights,"120 Nassau St, Brooklyn",,,1b,3995,11201
516,Brooklyn Heights,"365 Bridge St, Brooklyn",,,1b,4995,11201
517,Brooklyn Heights,"92 Clark St, Brooklyn",,,1b,2900,11201
518,Brooklyn Heights,"68 Livingston St, Brooklyn",,,1b,4395,11201
519,Brooklyn Heights,"42 Sidney Pl, Brooklyn",,,1b,3700,11201
520,Brooklyn Heights,"319 Baltic St, Brooklyn",,,1b,2995,11201
521,Brooklyn Heights,"30 Washington St, Brooklyn",,,1b,4675,11201
522,Brooklyn Heights,"220 Water St, Brooklyn",,,1b,4695,11201
523,Brooklyn Heights,"306 Gold St, Brooklyn",,,1b,4475,11201
524,Brooklyn Heights,"138 Willoughby St, Brooklyn",,,1b,5500,11201
525,Brooklyn Heights,"155 Smith St, Brooklyn",,,1b,4500,11201
526,Brooklyn Heights,"85 Adams St, Brooklyn",,,1b,4695,11201
527,Boerum Hill,"461 Dean St, Brooklyn",,,Studio,3475,11217
528,Boerum Hill,"250 Ashland Pl, Brooklyn",,,Studio,3608,11217
529,Boerum Hill,"375 Dean St, Brooklyn",,,Studio,3099,11217
530,Boerum Hill,"1 Flatbush Ave, Brooklyn",,,Studio,3250,11217
531,Boerum Hill,"413 Pacific St, Brooklyn",,,Studio,2600,11217
532,Boerum Hill,"333 Schermerhorn St, Brooklyn",,,Studio,3581,11217
533,Boerum Hill,"150 4th Ave, Brooklyn",,,Studio,3400,11217
534,Boerum Hill,"578 Atlantic Ave, Brooklyn",,,Studio,3000,11217
535,Boerum Hill,"558 Fulton St, Brooklyn",,,Studio,3400,11217
536,Boerum Hill,"1 Flatbush Ave, Brooklyn",,,Studio,3629,11217
537,Boerum Hill,"505 State St, Brooklyn",,,Studio,3915,11217
538,Boerum Hill,"66 Rockwell Pl, Brooklyn",,,Studio,3600,11217
539,Boerum Hill,"470 Dean St, Brooklyn",,,Studio,3400,11217
540,Boerum Hill,"18 6th Ave, Brooklyn",,,Studio,3275,11217
541,Boerum Hill,"300 Ashland Pl, Brooklyn",,,Studio,3645,11217
542,Boerum Hill,"410 State St, Brooklyn",,,Studio,2595,11217
543,Boerum Hill,"101 S Oxford St, Brooklyn",,,Studio,2500,11217
544,Boerum Hill,"10 Nevins St, Brooklyn",,,Studio,3350,11217
545,Boerum Hill,"61 Dean St, Brooklyn",,,1b,4095,11217
546,Boerum Hill,"316 Bergen St, Brooklyn",,,1b,4113,11217
547,Boerum Hill,"250 Ashland Pl, Brooklyn",,,1b,4344,11217
548,Boerum Hill,"375 Dean St, Brooklyn",,,1b,3799,11217
549,Boerum Hill,"1 Flatbush Ave, Brooklyn",,,1b,4315,11217
550,Boerum Hill,"399 Atlantic Ave, Brooklyn",,,1b,3600,11217
551,Boerum Hill,"333 Schermerhorn St, Brooklyn",,,1b,4268,11217
552,Boerum Hill,"66 Rockwell Pl, Brooklyn",,,1b,4600,11217
553,Boerum Hill,"30 7th Ave, Brooklyn",,,1b,4200,11217
554,Boerum Hill,"662 Pacific St, Brooklyn",,,1b,4150,11217
555,Boerum Hill,"505 State St, Brooklyn",,,1b,4200,11217
556,Boerum Hill,"18 6th Ave, Brooklyn",,,1b,4125,11217
557,Boerum Hill,"595 Baltic St, Brooklyn",,,1b,3750,11217
558,Boerum Hill,"577 Baltic St, Brooklyn",,,1b,3650,11217
559,Boerum Hill,"310 Livingston St, Brooklyn",,,1b,4495,11217
560,Boerum Hill,"470 Dean St, Brooklyn",,,1b,4850,11217
561,Boerum Hill,"10 Nevins St, Brooklyn",,,1b,4200,11217
562,Boerum Hill,"535 Atlantic Ave, Brooklyn",,,1b,3750,11217
563,Boerum Hill,"716 Sackett St, Brooklyn",,,1b,3200,11217
564,Boerum Hill,"19 Prospect Pl, Brooklyn",,,1b,2999,11217
565,Boerum Hill,"82 4th Ave, Brooklyn",,,1b,2910,11217
566,Boerum Hill,"89 Saint Marks Ave, Brooklyn",,,1b,3000,11217
567,Boerum Hill,"625 Baltic St, Brooklyn",,,1b,3350,11217
568,Boerum Hill,"111 Prospect Pl, Brooklyn",,,1b,2500,11217
569,Boerum Hill,"159 5th Ave, Brooklyn",,,1b,3272,11217
570,Boerum Hill,"99 S Oxford St, Brooklyn",,,1b,3400,11217
571,South Park Slope,"420 Carroll St, Brooklyn",,,Studio,3435,11215
572,South Park Slope,"317 9th St, Brooklyn",,,Studio,2400,11215
573,South Park Slope,"237 11th St, Brooklyn",,,Studio,2628,11215
574,South Park Slope,"435 7th Ave, Brooklyn",,,Studio,2500,11215
575,South Park Slope,"1 Prospect Park, Brooklyn",,,Studio,2582,11215
576,South Park Slope,"845 President St, Brooklyn",,,Studio,2466,11215
577,South Park Slope,"195 Garfield Pl, Brooklyn",,,Studio,2500,11215
578,South Park Slope,"12 Whitwell Pl, Brooklyn",,,Studio,3999,11215
579,South Park Slope,"466 15th St, Brooklyn",,,Studio,3495,11215
580,South Park Slope,"421 Carroll St, Brooklyn",,,1b,5260,11215
581,South Park Slope,"141 17th St, Brooklyn",,,1b,3200,11215
582,South Park Slope,"763 Union St, Brooklyn",,,1b,3500,11215
583,South Park Slope,"463 4th Ave, Brooklyn",,,1b,3195,11215
584,South Park Slope,"439 9th St, Brooklyn",,,1b,3250,11215
585,South Park Slope,"278 6th St, Brooklyn",,,1b,3500,11215
586,South Park Slope,"647 Carroll St, Brooklyn",,,1b,4000,11215
587,South Park Slope,"202 8th St, Brooklyn",,,1b,3800,11215
588,South Park Slope,"569 7th St, Brooklyn",,,1b,3500,11215
589,South Park Slope,"882 Union St, Brooklyn",,,1b,6500,11215
590,South Park Slope,"267 6th St, Brooklyn",,,1b,3800,11215
591,South Park Slope,"237 11th St, Brooklyn",,,1b,3443,11215
592,South Park Slope,"359 15th St, Brooklyn",,,1b,3305,11215
593,South Park Slope,"554 4th Ave, Brooklyn",,,1b,3800,11215
594,South Park Slope,"230 16th St, Brooklyn",,,1b,4200,11215
595,South Park Slope,"500 4th Ave, Brooklyn",,,1b,3750,11215
596,South Park Slope,"574 7th St, Brooklyn",,,1b,3150,11215
597,South Park Slope,"262 9th St, Brooklyn",,,1b,5200,11215
598,South Park Slope,"1718 8th Ave, Brooklyn",,,1b,2750,11215
599,South Park Slope,"274 9th St, Brooklyn",,,1b,3450,11215
600,South Park Slope,"133 17th St, Brooklyn",,,1b,2700,11215
601,South Park Slope,"90 15th St, Brooklyn",,,1b,3200,11215
602,South Park Slope,"1671 8th Ave, Brooklyn",,,1b,3350,11215
603,South Park Slope,"693 10th St, Brooklyn",,,1b,3950,11215
604,South Park Slope,"439 17th St, Brooklyn",,,1b,2800,11215
605,South Park Slope,"647 President St, Brooklyn",,,1b,2550,11215
606,South Park Slope,"325 1st St, Brooklyn",,,1b,3500,11215
607,South Park Slope,"178 18th St, Brooklyn",,,1b,2850,11215
608,South Park Slope,"21 Polhemus Pl, Brooklyn",,,1b,3499,11215
609,South Park Slope,"158 15th St, Brooklyn",,,1b,3900,11215
610,South Park Slope,"166 2nd Ave, Brooklyn",,,1b,5295,11215
611,South Park Slope,"800 Union St, Brooklyn",,,1b,6450,11215
612,South Park Slope,"264 6th Ave, Brooklyn",,,1b,3100,11215
613,South Park Slope,"169 16th St, Brooklyn",,,1b,4000,11215
614,South Park Slope,"38 Prospect Park, Brooklyn",,,1b,3250,11215
615,South Park Slope,"399 1st Street, Brooklyn",,,1b,7200,11215
616,South Park Slope,"756 Union St, Brooklyn",,,1b,5000,11215
617,South Park Slope,"282 18th St, Brooklyn",,,1b,2495,11215
618,Gowanus,"30 Cheever Pl, Brooklyn",,,Studio,2700,11231
619,Gowanus,"365 Bond St, Brooklyn",,,Studio,3085,11231
620,Gowanus,"363 Bond St, Brooklyn",,,Studio,3595,11231
621,Gowanus,"89 Summit St, Brooklyn",,,1b,2800,11231
622,Gowanus,"88 Pioneer St, Brooklyn",,,1b,2850,11231
623,Gowanus,"365 Bond St, Brooklyn",,,1b,4195,11231
624,Gowanus,"96 3rd Pl, Brooklyn",,,1b,3800,11231
625,Gowanus,"586 Henry St, Brooklyn",,,1b,3950,11231
626,Gowanus,"157 Columbia St, Brooklyn",,,1b,2750,11231
627,Gowanus,"356 Union St, Brooklyn",,,1b,3150,11231
628,Gowanus,"335 Union St, Brooklyn",,,1b,3950,11231
629,Gowanus,"149 W 9th St, Brooklyn",,,1b,3350,11231
630,Gowanus,"259 Columbia St, Brooklyn",,,1b,2900,11231
631,Gowanus,"159 Kane St, Brooklyn",,,1b,3195,11231
632,Gowanus,"251 Kane St, Brooklyn",,,1b,4200,11231
633,Gowanus,"104 Luquer St, Brooklyn",,,1b,3650,11231
634,Gowanus,"129 Carroll St, Brooklyn",,,1b,3300,11231
635,Gowanus,"360 Smith St, Brooklyn",,,1b,4695,11231
636,Gowanus,"449 Henry St, Brooklyn",,,1b,4950,11231
637,Gowanus,"64 4th Pl, Brooklyn",,,1b,4000,11231
638,Gowanus,363 Bond Street ,,,1b,3935,11231
639,Gowanus,"373 Columbia St, Brooklyn",,,1b,2400,11231
639,Gowanus,"31 3rd Pl, Brooklyn",,,1b,3200,11231