ID,RHOB,GR,DEPTH_MD,NPHI,PEF,DTC
1,1.884185791,80.20085144,494.528,,20.915468216,161.13117981
2,1.8897935152,79.262886047,494.68,,19.383012772,160.60346985
3,1.8965227604,74.821998596,494.832,,22.591518402,160.1736145
4,1.891912818,72.878921509,494.984,,32.19190979,160.14942932
5,1.8800340891,71.729141235,495.136,,38.495632172,160.12834167
6,1.8796874285,72.01441955600000,495.288,,43.657482147000000,160.14929199
7,1.8787307739,72.588088989,495.44,,42.236221313,161.25038147
8,1.8678369522,71.283050537,495.592,,39.933563232,162.2144165
9,1.8472329378,69.721435547,495.744,,39.163223267,161.57510376
10,1.836309433,66.677726746,495.896,,37.802932739,160.58335876
11,1.8451297283,65.892799377,496.048,,36.285533905,159.62438965
12,1.8601442575,66.928260803,496.2,,37.292488098,158.85522461
13,1.8645105362,70.428024292,496.352,,37.34254837,159.0859375
14,1.8604578972,72.568740845,496.504,,38.716503143000000,159.11553955
15,1.858977437,71.932228088,496.656,,33.712387085,159.13540649
16,1.8633086681,71.095474243,496.80800000000000,,30.341299057000000,159.44454956
17,1.879073143,74.254371643,496.96,,29.63158989,159.09140015
18,1.8897819519,77.266525269,497.112,,34.332809448,159.35050964
19,1.8950212002,77.243659973,497.264,,44.43385696400000,159.91371155
20,1.8818663359,74.072761536,497.416,,58.937194824000000,160.68223572
21,1.8718523979,72.198684692,497.568,,54.921722412,161.35916138
22,1.8767393827,73.68801116900000,497.72,,47.026332855,161.16438293
23,1.8875800371,72.747123718,497.872,,36.532077789,160.58572388
24,1.9042459726,70.038673401,498.024,,30.112548828,160.08589172
25,1.9239485264,69.458602905,498.176,,36.195671082,159.83093262
26,1.9202179909,70.175437927,498.328,,56.303665161000000,160.04148865
27,1.890530467,69.169387817,498.48,,66.030319214,160.02119446
28,1.8665241003,66.941886902,498.632,,49.00489807100000,159.78358459
29,1.863617301,68.770942688,498.784,,38.920906067,159.63774109
30,1.8740327358,71.864768982,498.936,,35.378421783,159.51885986
31,1.8631432056,74.23991394,499.088,,29.563484192000000,159.71707153
32,1.8512102365,73.419425964,499.24,,26.189195633,159.78979492
33,1.8566273451,74.15774536100000,499.392,,30.852775574000000,160.27708435
34,1.8640419245,74.61391449,499.544,,36.393230438,160.46502686
35,1.8697222471,74.092033386,499.696,,44.721645355,160.50489807
36,1.8720923662,73.944297791,499.848,,43.747562408,160.49928284
37,1.8679596186,75.05583190900000,500.0,,37.737670898000000,160.48558044
38,1.8572515249,76.508979797,500.152,,31.725177765,160.36244202
39,1.845531106,73.464164734,500.304,,26.771625519,159.83699036
40,1.8473213911,68.757133484,500.456,,29.252349854000000,159.25857544
41,1.8530236483,66.214767456,500.608,,31.11192894,159.04550171
42,1.883259058,67.519630432,500.76,,25.780155182000000,159.09196472
43,1.9485155344,67.74028015100000,500.912,,17.592674255,159.31990051
44,2.0333251953,66.249382019,501.064,,17.641107559,159.49562073
45,2.1492137909,65.563743591,501.216,,16.600845337,159.68937683
46,2.1131362915,66.860717773,501.36800000000000,,9.6992645264,159.92002869
47,1.9948540926,69.580696106,501.52,,4.78414011,159.99858093
48,1.8836650848,71.94261169400000,501.672,,3.8371455669,159.79779053
49,1.7584255934,73.34449005100000,501.824,,3.572811842,159.55261230000000
50,1.6963471174,71.916694641,501.976,,3.5936937332,159.47583008
51,1.655433774,70.890159607,502.128,,3.1117944717,159.49038696
52,1.6419883966,71.70512390100000,502.28,,2.1659314632,159.48999023
53,1.6000921726,73.166786194,502.432,,1.4983141422,159.48078918
54,1.5306323767,73.454750061,502.584,,1.1964892149,159.47157288
55,1.4635715485,72.939445496,502.736,,1.1044000387,159.49009705
56,1.4224396944,72.70727539100000,502.888,,1.0949280262,159.47627258
57,1.4139217138,71.724914551,503.04,,1.090865612,159.48994446
58,1.4155355692000000,70.75415802,503.192,,1.0884526968,159.49012756
59,1.416385293,70.73130798300000,503.344,,1.0905030966,159.48092651
60,1.4175409079,71.042816162,503.496,,1.094286561,159.47172546
61,1.4174566269,69.149353027,503.648,,1.0973621607,159.48965454
62,1.4170917273,67.80706024200000,503.8,,1.1055958271,159.48684692
63,1.4164515734,68.177352905,503.952,,1.1130183935,159.47303772
64,1.4191997051000000,70.992050171,504.104,,1.1210472584,159.48944092
65,1.425380826,74.218452454,504.256,,1.1230734587,159.47692871
66,1.4318736792,74.771621704,504.408,,1.1212162971,159.48928833
67,1.4349969625,71.934577942,504.56,,1.1215606928,159.48703003
68,1.4342284203,66.862365723,504.712,,1.117200017,159.47322083
69,1.4313360453,63.988803864,504.864,,1.1133658886,159.47918701
70,1.4280105829000000,64.54348754900000,505.016,,1.1050220728,159.49299622
71,1.4270484447,65.661445618,505.168,,1.098921299,159.490448
72,1.4266034365,66.222640991,505.32,,1.0991812944,159.48124695
73,1.4237999916,66.926727295,505.472,,1.1058590412,159.47203064
74,1.4213479757000000,67.963394165,505.624,,1.111625433,159.4887085
75,1.4192183018,68.044792175,505.776,,1.1116621494,159.47764587
76,1.4217348099,67.83001709,505.92800000000000,,1.1126551628,159.48857117
77,1.4224852324,69.14630127,506.08,,1.1155827045,159.48323059
78,1.4214879274,69.463645935,506.232,,1.1096737385,159.46340942
79,1.4213094711,70.38092041,506.384,,1.1017158031,159.44358826
80,1.4230800867,71.207763672,506.536,,1.1000596285,159.45925903
81,1.4252043962,71.47063446,506.6880000000000,,1.1149388552,159.44752502
82,1.4253982306,69.795417786,506.84,,1.1369000673,159.45909119
83,1.4251990318,67.314575195,506.992,,1.1503645182,159.44769287
84,1.426949501,67.362602234,507.144,,1.1611419916,159.44277954
85,1.4306292534,69.265235901,507.296,,1.1752417088,159.45072937
86,1.4335999489000000,69.24442291300000,507.448,,1.1996349096,159.45867920000000
87,1.4362417459,68.75086975100000,507.6,,1.2067434788,159.46664429
88,1.4377753735000000,67.929832458,507.752,,1.1809858084,159.45870972
89,1.4343283176,68.83645629900000,507.904,,1.1354168653,159.4427948
90,1.4332921505,69.683898926,508.056,,1.0986647606,159.44790649
91,1.4300780296000000,71.25988006600000,508.208,,1.0740559101,159.46382141
92,1.4295738935,70.913345337,508.36,,1.0663114786,159.44844055
93,1.4277000427000000,68.18082428,508.512,,1.0684878826000000,159.43832397
94,1.4269968271,65.449287415,508.664,,1.077383399,159.43975830000000
95,1.4243664742,63.437667847,508.816,,1.0828638077,159.44119263
96,1.4208052158000000,56.078243256,508.968,,1.0866296291,159.43893433
97,1.4178494215000000,47.532917023,509.12,,1.0885882378,159.44250488
98,1.4167191982,46.903892517000000,509.272,,1.0898000002,159.45045471
99,1.4169291258,46.555793762,509.424,,1.0898000002,159.4584198
100,1.4163817167,46.767017365,509.576,,1.0901542902,159.46636963
101,1.4192516804,47.353469849,509.728,,1.0897800922,159.45924377
102,1.4202491045,47.233181,509.88,,1.0851771832,159.44332886
103,1.4208999872,45.187213898,510.032,,1.0773977041,159.43305969
104,1.4205560684,43.500205994,510.184,,1.0702713728,159.42616272
105,1.4198999405,43.031116486,510.336,,1.0690615177,159.41925049
106,1.4198999405,45.348743439000000,510.48800000000000,,1.0768409967,159.41235352
107,1.418925643,47.3322258,510.64,,1.0839822292,159.41821289
108,1.4170000553,49.629520416000000,510.792,,1.0879000425,159.43202209
109,1.4176285267,49.574428558,510.944,,1.0901488066,159.434021
110,1.4192280769,47.61817932100000,511.096,,1.0988665819,159.42849731
111,1.4211694002000000,45.346504211,511.2480000000000,,1.1042430401,159.42297363
112,1.4237999916,44.060260773,511.4,,1.0920181274,159.41744995
113,1.4235118628,43.700721741,511.552,,1.0753929615,159.41192627
114,1.4228999615,43.939163208000000,511.704,,1.0657175779,159.41795349
115,1.4216396809,44.425022125,511.856,,1.067029953,159.43176270000000
116,1.4183064699,45.35883712800000,512.008,,1.0674630404,159.43865967
117,1.4163805246,47.110797882,512.16,,1.0648115873,159.44081116
118,1.4168118238,46.935848236000000,512.312,,1.0673999786,159.43917847
119,1.4223917723,45.248882294,512.464,,1.0794577599,159.43771362
120,1.4254982471000000,43.502422333,512.616,,1.0872018337,159.43824768
121,1.4245009422,43.932159424,512.768,,1.0855661631,159.43878174
122,1.4217840433000000,45.38526535,512.92,,1.0774900913000000,159.4393158
123,1.4167062044,45.561843872,513.072,,1.070153594,159.43984985
124,1.4148640633,43.311786652000000,513.224,,1.0676913261,159.44038391
125,1.4118111134,41.058921814,513.376,,1.0666966438000000,159.44091797
126,1.4105561972,41.285503387,513.528,,1.061384201,159.44146729
127,1.4097387791,41.377182007000000,513.68,,1.0555669069,159.43928528
128,1.4119428396,40.797706604,513.832,,1.0476191044,159.42706299
129,1.4141000509,39.164260864,513.984,,1.0474286079,159.40866089
130,1.4148993492,38.189651489,514.136,,1.050701499,159.39024353
131,1.417791605,39.184429169,514.288,,1.0575561523,159.41255188
132,1.4201703072,40.855255127,514.44,,1.0627703667,159.42103577
133,1.4203647375,42.664852142,514.592,,1.0621882677,159.3913269
134,1.418900013,44.335220337000000,514.744,,1.0583348274,159.37820435
135,1.4186638594,45.041297913,514.896,,1.0560777187,159.37889099
136,1.417740345,45.362266541000000,515.048,,1.0507866144,159.3795929
137,1.4172570705,44.95813369800000,515.2,,1.0466395617,159.38027954
138,1.419246912,46.217220306,515.352,,1.0429999828,159.38098145
139,1.4231268167,48.377365112,515.504,,1.0444613695,159.38168335
140,1.4250223637,50.534870148,515.656,,1.0556319952,159.37979126
141,1.4289467335,53.796821594000000,515.808,,1.0884866714,159.37892151
142,1.4323123693000000,54.994678497000000,515.96,,1.146723628,159.38101196
143,1.4420663118,55.753669739000000,516.112,,1.2307245731,159.37983704
144,1.452649951,55.529060364000000,516.264,,1.3230706453,159.37806702
145,1.4791707993,56.589431763,516.4160000000000,,1.4440574646000000,159.37852478
146,1.5287154913,57.331123352,516.568,,1.5653215647,159.37898254
147,1.6214594841,57.011470795,516.72,,1.7301373482,159.37945557
148,1.7441164255,55.4414711,516.872,,1.88047719,159.37991333
149,1.8280259371,53.871292114,517.024,,2.0005319118,159.38038635
150,1.8750691414,54.786128998,517.1760000000000,,1.940529108,159.38084412
151,1.8568086624,57.011642456000000,517.328,,1.7908409834,159.38130188
152,1.818392992,59.601665497,517.48,,1.6910473108,159.3817749
153,1.7816305161,59.921897888000000,517.632,,1.705930233,159.37994385
154,1.7745882273,58.308982849000000,517.784,,1.8366874456,159.37884521
155,1.833368063,57.625015259000000,517.936,,2.0403356552000000,159.38093567
156,1.8867368698,58.591941833,518.0880000000000,,2.1686973572,159.37997437
157,1.93080163,58.404342651,518.24,,2.1025187969,159.37805176
158,1.9134956598,58.120727539000000,518.3920000000000,,1.8536193371,159.37850952
159,1.8322758675,58.326068878,518.544,,1.7937768698000000,159.37896729
160,1.7252616882,60.080410004000000,518.696,,1.7202677727000000,159.37944031
161,1.7045669556,60.786762238,518.8480000000000,,1.7605516911,159.37989807
162,1.7428766489000000,62.93696212800000,519.0,,1.72668612,159.38037109
163,1.8386147022,64.395751953,519.1520000000000,,1.8540551662,159.38082886
164,1.8894393444,64.78815460200000,519.304,,1.9989066124,159.38128662
165,1.9210743904,63.019432068,519.456,,2.1366651058,159.38175964
166,1.9586596489,59.244121552000000,519.6080000000000,,2.2563874722,159.38008118
167,1.9921387434,57.028835297,519.76,,2.2566215992,159.37878418
168,2.0101342201,56.313949585,519.9120000000000,,2.2682135105000000,159.38085938
169,2.0110242367,56.729656219,520.064,,2.1617708206,159.38011169
170,2.0029726028,60.411140442,520.216,,2.0586960316,159.37844849
171,1.978022337,63.88224411,520.368,,1.9770436287,159.37983704
172,1.9695761204,65.789154053,520.52,,2.0031447411000000,159.38122559
173,1.9646967649,64.461120605,520.672,,2.0643732548,159.38015747
174,1.9711353779,63.891483307,520.8240000000000,,2.1407535076,159.37805176
175,1.9847842455,66.441642761,520.976,,2.11155653,159.37857056
176,1.9929578304,67.85766601600000,521.128,,2.0714018345,159.37908936
177,1.9956104755,69.108314514,521.28,,2.1347513199,159.37962341
178,1.9871506691,67.833129883,521.432,,2.165266037,159.38014221
179,1.9847298861,66.235061646,521.5840000000000,,2.2038803101,159.38066101
180,1.973477006,62.13739395100000,521.736,,2.1229813099,159.38117981
181,1.9595248699,59.912437439000000,521.888,,2.0948164463,159.38169861
182,1.9520068169,60.990524292000000,522.04,,2.1429457664,159.38026428
183,1.9591423273,62.64971542400000,522.192,,2.19227314,159.37016296
184,1.9742660522,62.995159149000000,522.344,,2.2542984486,159.35173035
185,1.9842684269,61.033588409,522.496,,2.2207603455,159.33331299
186,1.9835288525,60.270214081000000,522.648,,2.228869915,159.3449707
187,1.9832892418,61.801170349000000,522.8,,2.1911606789,159.35369873
188,1.9754763842,62.886234283,522.952,,2.1733522415,159.31863403
189,1.9708272219,62.568702698,523.104,,2.0524666309,159.31967163
190,1.9403960705,64.022171021,523.256,,2.005614996,159.32072449
191,1.9161849022,67.161849976,523.408,,1.987383008,159.32176208
192,1.9025259018,70.453689575,523.56,,1.9676212072,159.320755
193,1.9060205221,71.410842896,523.712,,1.9295300245,159.31983948
194,1.9198999405,70.248046875,523.864,,1.9605923891,159.32078552
195,1.9203094244,71.058387756,524.016,,2.1153850555,159.31835938
196,1.9254986048,73.968902588,524.168,,2.2843976021,159.31874084
197,1.9414764643,76.93585968,524.32,,2.2892549038,159.31910706
198,1.952054143,81.637672424,524.472,,2.2356390953,159.31948853
199,1.9607391357,83.52368927,524.624,,2.2097945213,159.31987
200,1.9680671692,83.490959167,524.776,,2.2004585266,159.32025146
201,1.9713977575,80.92073059100000,524.928,,2.2156841755000000,159.32063293
202,1.9777362347,80.86391449,525.08,,2.2429220676,159.3210144
203,1.9695401192,82.251808167,525.232,,2.2362365723,159.32139587
204,1.9674822092,84.353240967,525.384,,2.2960987091,159.32177734
205,1.9648221731,84.70904541,525.536,,2.2708282471,159.32215881
206,1.9764150381,83.076316833,525.688,,2.326649189,159.32165527
207,1.9866602421,77.790473938,525.84,,2.2670133114,159.31956482
208,1.9916180372,75.800216675,525.992,,2.3301236629,159.31834412
209,1.9970999956,74.055412292,526.144,,2.2831623554,159.31872559
210,1.9974211454,74.583091736,526.2960000000000,,2.3321862221000000,159.31910706
211,2.0015661716,71.163139343,526.448,,2.2799172401,159.31948853
212,1.99480474,68.941268921,526.6,,2.287801981,159.31985474
213,1.9895796776,69.159439087,526.752,,2.2692918777,159.32023621
214,1.9785817862,71.98511505100000,526.904,,2.2987298965000000,159.32061768
215,1.962952733,75.963790894,527.056,,2.3305094242,159.32099915
216,1.9638500214,75.58441925,527.2080000000000,,2.3373165131,159.32138062
217,1.9636861086,80.658256531,527.36,,2.3277685642,159.32176208
218,1.9793257713,79.06112670900000,527.512,,2.3600959778,159.32214355
219,1.9755579233,84.193695068,527.664,,2.3736057281,159.32173157
220,1.9743715525,80.27419281,527.816,,2.3407251835,159.31964111
221,1.9689065218,85.407661438,527.9680000000000,,2.3133499622,159.31832886
222,1.9718976021,84.73147583,528.12,,2.2836675644,159.31871033
223,1.9778078794,87.553642273,528.2720000000000,,2.2978827953,159.3190918
224,1.9873287678,81.483825684,528.424,,2.3277072906,159.31947327
225,1.9882477522,80.753059387,528.576,,2.3147547245,159.31985474
226,1.9859517813,73.882453918,528.7280000000000,,2.3240156174,159.32023621
227,1.9715536833,74.13981628400000,528.88,,2.3168914318,159.32060242
228,1.9645645618,71.957199097,529.0320000000000,,2.3404467106,159.32098389
229,1.9521778822,72.97518158,529.184,,2.3750314713,159.32136536
230,1.9569880962,71.38873291,529.336,,2.3768963814,159.32174683
231,1.9560893774,67.775764465,529.488,,2.3686497211,159.3221283
232,1.9550842047,70.209259033,529.64,,2.3260457516,159.32180786
233,1.9531104565,72.94768524200000,529.7920000000000,,2.3066205978,159.31970215
234,1.9551026821,74.85955047600000,529.944,,2.3104281425,159.31611633
235,1.956099987,68.937820435,530.096,,2.2832000256,159.3086853
236,1.9512132406,65.945632935,530.248,,2.2617564201,159.30125427
237,1.9443371296,65.502349854,530.4,,2.1684918404,159.29382324
238,1.9336857796,68.47592926,530.552,,2.1428000927,159.28639221
239,1.9258832932,67.88167572,530.7040000000000,,2.1154878139,159.27896118
240,1.9325120449,68.306838989,530.856,,2.1962225437000000,159.27153015
241,1.9441176653,64.990112305,531.008,,2.2280085087,159.26409912
242,1.9500923157,67.269165039,531.16,,2.1844248772,159.25897217
243,1.9243518114,66.027435303,531.312,,2.1663694382,159.26036072
244,1.9209682941,67.647743225,531.464,,2.1583843231,159.26176453
245,1.9199261665,66.10509491,531.616,,2.3027050495,159.26226807
246,1.9540838003,65.091369629,531.768,,2.3199045658,159.26017761
247,1.9644942284,64.154556274,531.92,,2.3657226563,159.25869751
248,1.9619991779,62.253726959,532.072,,2.3086678982,159.25907898
249,1.9553505182,63.361305237000000,532.224,,2.2972564697,159.25946045
250,1.9419411421,57.943416595,532.376,,2.2612605095,159.25984192
251,1.9619938135,58.437187195,532.528,,2.2635362148,159.26022339
252,1.9619448185,55.065921783,532.68,,2.2842407227,159.26060486
253,1.98610425,59.402843475,532.832,,2.3037786484,159.26098633
254,1.9919563532,60.218925476,532.984,,2.2731556892,159.26136780000000
255,1.9958957434,60.63502121,533.136,,2.2881760597,159.26174927
256,1.9933595657,61.83751297,533.288,,2.2854151726,159.26213074
257,1.9977231026,57.577495575,533.44,,2.3808391094,159.26251221
258,1.9989396334,61.863925934000000,533.592,,2.4325540066,159.2618866
259,2.007245779,63.093296051,533.744,,2.3953022957,159.25875854
260,2.0096685886000000,64.586975098,533.896,,2.2940225601,159.25946045
261,2.0006694794,62.736820221,534.048,,2.1287941933,159.26014709
262,1.9809548855,62.042140961,534.2,,2.0718581676,159.260849
263,1.9695876837,65.58972168,534.352,,2.0104930401,159.2615509
264,1.9678763151,66.856452942,534.504,,2.0581917763,159.26223755
265,1.9687210321,66.246696472,534.656,,2.0606575012,159.26196289
266,1.9687999487,66.359703064,534.808,,2.0928359032,159.2587738
267,1.9741134644,64.084693909,534.96,,2.1207070351,159.25961304
268,1.9745999575,66.215843201,535.112,,2.2086756229,159.26045227
269,1.9807937145,65.81129455600000,535.264,,2.2683491707,159.26127625
270,1.9982923269,68.928657532,535.4160000000000,,2.3089082241,159.26211548
271,2.0230004787,67.212554932,535.568,,2.2913110256,159.26202393
272,2.0218789577000000,71.288658142,535.72,,2.2749247551,159.25872803
273,2.0074565411000000,73.831756592,535.872,,2.2875339985,159.25942993
274,2.0094003677,76.81128692600000,536.024,,2.2978069782,159.26013184
275,2.020270586,75.78263855,536.1760000000000,,2.3547382355,159.26081848
276,2.0180203915,75.067344666,536.328,,2.3124864101,159.26152039
277,2.0123512745,75.889595032,536.48,,2.2927196026,159.26222229
278,2.0065555573,73.560913086,536.632,,2.2390136719,159.26210022
279,2.0006828308,75.018569946,536.784,,2.2048032284,159.25874329
280,1.9982367754,74.809188843,536.936,,2.2183969021000000,159.25958252
281,2.0015172958000000,80.850311279,537.0880000000000,,2.2378456593,159.26042175
282,2.0105040073,81.30393981900000,537.24,,2.2881522179,159.26126099
283,2.0116999149,80.976852417,537.3920000000000,,2.2522480488,159.26208496
284,2.0083014965,76.14477539100000,537.544,,2.263092041,159.26217651
285,2.0078001022,72.071098328,537.696,,2.2588236332,159.25871277
286,2.0129098892,72.049674988,537.8480000000000,,2.2916662693000000,159.25939941
287,2.0170674324,73.420150757,538.0,,2.256401062,159.26010132
288,2.0091643333,77.390914917,538.1520000000000,,2.2382056713,159.26080322
289,2.001106739,80.574371338,538.304,,2.2429945469,159.26150513
290,2.0017111301,84.26147460900000,538.456,,2.300914526,159.26219177
291,2.0053257942,85.718612671,538.6080000000000,,2.2988989353,159.26225281
292,2.0108308792,85.71559906,538.76,,2.2869505882,159.25604248
293,2.0100896358,85.263748169,538.9120000000000,,2.2355206013,159.23622131
294,2.0163924694,84.817733765,539.064,,2.2347979546000000,159.21640015
295,2.011027813,86.224533081,539.216,,2.2034416199,159.19924927
296,1.998292923,85.712562561,539.368,,2.154633522,159.20133972
297,1.9846292734,86.76608276400000,539.52,,2.1317641735,159.20271301
298,1.9808142185,83.34853363,539.672,,2.1500999928,159.19906616
299,1.9885700941,83.82094574,539.8240000000000,,2.2063012123,159.19976807
